"BehaviorSpace results (NetLogo 6.0.2)"
"codeN9b.nlogo"
"500xdata0"
"12/18/2017 11:42:17:533 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","vr","C","memory-limit","experiment","[step]","count turts"
"1566","2","0","100","1","1999","24"
"1567","2","0","100","1","1999","22"
"1569","2","0","100","1","1999","21"
"1568","2","0","100","1","1999","24"
"1570","2","0","100","1","1999","22"
"1571","2","0","100","1","1999","22"
"1572","2","0","100","1","1999","22"
"1573","2","0","100","1","1999","20"
"1574","2","0","100","1","1999","22"
"1575","2","0","100","1","1999","20"
"1576","2","0","100","1","1999","22"
"1577","2","0","100","1","1999","21"
"1578","2","0","100","1","1999","25"
"1579","2","0","100","1","1999","24"
"1580","2","0","100","1","1999","22"
"1581","2","0","100","1","1999","23"
"1582","2","0","100","1","1999","24"
"1583","2","0","100","1","1999","24"
"1584","2","0","100","1","1999","23"
"1585","2","0","100","1","1999","24"
"1586","2","0","100","1","1999","22"
"1587","2","0","100","1","1999","24"
"1588","2","0","100","1","1999","23"
"1589","2","0","100","1","1999","21"
"1590","2","0","100","1","1999","23"
"1591","2","0","100","1","1999","25"
"1592","2","0","100","1","1999","22"
"1593","2","0","100","1","1999","22"
"1596","2","0","100","1","1999","22"
"1594","2","0","100","1","1999","26"
"1595","2","0","100","1","1999","22"
"1597","2","0","100","1","1999","24"
"1598","2","0","100","1","1999","21"
"1600","2","0","100","1","1999","24"
"1599","2","0","100","1","1999","23"
"1601","2","0","100","1","1999","23"
"1602","2","0","100","1","1999","24"
"1603","2","0","100","1","1999","25"
"1605","2","0","100","1","1999","21"
"1604","2","0","100","1","1999","26"
"1606","2","0","100","1","1999","25"
"1607","2","0","100","1","1999","22"
"1608","2","0","100","1","1999","23"
"1609","2","0","100","1","1999","21"
"1611","2","0","100","1","1999","21"
"1610","2","0","100","1","1999","22"
"1612","2","0","100","1","1999","22"
"1613","2","0","100","1","1999","23"
"1615","2","0","100","1","1999","20"
"1614","2","0","100","1","1999","23"
"1616","2","0","100","1","1999","23"
"1617","2","0","100","1","1999","19"
"1619","2","0","100","1","1999","22"
"1618","2","0","100","1","1999","22"
"1620","2","0","100","1","1999","26"
"1621","2","0","100","1","1999","19"
"1623","2","0","100","1","1999","24"
"1622","2","0","100","1","1999","24"
"1625","2","0","100","1","1999","24"
"1624","2","0","100","1","1999","21"
"1627","2","0","100","1","1999","23"
"1626","2","0","100","1","1999","24"
"1628","2","0","100","1","1999","21"
"1629","2","0","100","1","1999","21"
"1630","2","0","100","1","1999","23"
"1631","2","0","100","1","1999","22"
"1632","2","0","100","1","1999","20"
"1633","2","0","100","1","1999","21"
"1634","2","0","100","1","1999","24"
"1635","2","0","100","1","1999","24"
"1637","2","0","100","1","1999","22"
"1636","2","0","100","1","1999","25"
"1638","2","0","100","1","1999","21"
"1640","2","0","100","1","1999","23"
"1639","2","0","100","1","1999","23"
"1641","2","0","100","1","1999","22"
"1642","2","0","100","1","1999","23"
"1643","2","0","100","1","1999","23"
"1644","2","0","100","1","1999","26"
"1645","2","0","100","1","1999","22"
"1646","2","0","100","1","1999","22"
"1647","2","0","100","1","1999","22"
"1649","2","0","100","1","1999","23"
"1648","2","0","100","1","1999","21"
"1650","2","0","100","1","1999","22"
"1651","2","0","100","1","1999","23"
"1652","2","0","100","1","1999","21"
"1653","2","0","100","1","1999","24"
"1654","2","0","100","1","1999","25"
"1655","2","0","100","1","1999","22"
"1656","2","0","100","1","1999","20"
"1657","2","0","100","1","1999","23"
"1658","2","0","100","1","1999","24"
"1659","2","0","100","1","1999","23"
"1660","2","0","100","1","1999","23"
"1661","2","0","100","1","1999","25"
"1662","2","0","100","1","1999","23"
"1663","2","0","100","1","1999","22"
"1665","2","0","100","1","1999","22"
"1664","2","0","100","1","1999","24"
"1666","2","0","100","1","1999","25"
"1667","2","0","100","1","1999","22"
"1668","2","0","100","1","1999","23"
"1669","2","0","100","1","1999","24"
"1670","2","0","100","1","1999","22"
"1671","2","0","100","1","1999","22"
"1672","2","0","100","1","1999","20"
"1673","2","0","100","1","1999","21"
"1674","2","0","100","1","1999","23"
"1675","2","0","100","1","1999","21"
"1676","2","0","100","1","1999","22"
"1677","2","0","100","1","1999","23"
"1678","2","0","100","1","1999","20"
"1679","2","0","100","1","1999","23"
"1680","2","0","100","1","1999","21"
"1681","2","0","100","1","1999","21"
"1682","2","0","100","1","1999","23"
"1683","2","0","100","1","1999","23"
"1684","2","0","100","1","1999","25"
"1685","2","0","100","1","1999","20"
"1686","2","0","100","1","1999","22"
"1687","2","0","100","1","1999","23"
"1688","2","0","100","1","1999","22"
"1689","2","0","100","1","1999","23"
"1690","2","0","100","1","1999","23"
"1691","2","0","100","1","1999","23"
"1692","2","0","100","1","1999","22"
"1693","2","0","100","1","1999","26"
"1694","2","0","100","1","1999","21"
"1696","2","0","100","1","1999","22"
"1695","2","0","100","1","1999","23"
"1697","2","0","100","1","1999","21"
"1698","2","0","100","1","1999","23"
"1699","2","0","100","1","1999","24"
"1700","2","0","100","1","1999","26"
"1701","2","0","100","1","1999","21"
"1702","2","0","100","1","1999","23"
"1703","2","0","100","1","1999","21"
"1704","2","0","100","1","1999","23"
"1705","2","0","100","1","1999","22"
"1706","2","0","100","1","1999","22"
"1707","2","0","100","1","1999","23"
"1708","2","0","100","1","1999","21"
"1709","2","0","100","1","1999","21"
"1710","2","0","100","1","1999","23"
"1711","2","0","100","1","1999","21"
"1712","2","0","100","1","1999","23"
"1713","2","0","100","1","1999","21"
"1714","2","0","100","1","1999","23"
"1715","2","0","100","1","1999","23"
"1716","2","0","100","1","1999","23"
"1717","2","0","100","1","1999","22"
"1718","2","0","100","1","1999","23"
"1719","2","0","100","1","1999","22"
"1720","2","0","100","1","1999","20"
"1721","2","0","100","1","1999","21"
"1722","2","0","100","1","1999","21"
"1723","2","0","100","1","1999","20"
"1724","2","0","100","1","1999","22"
"1725","2","0","100","1","1999","21"
"1726","2","0","100","1","1999","23"
"1727","2","0","100","1","1999","24"
"1728","2","0","100","1","1999","19"
"1729","2","0","100","1","1999","21"
"1730","2","0","100","1","1999","23"
"1731","2","0","100","1","1999","21"
"1732","2","0","100","1","1999","22"
"1733","2","0","100","1","1999","21"
"1734","2","0","100","1","1999","22"
"1735","2","0","100","1","1999","21"
"1736","2","0","100","1","1999","21"
"1737","2","0","100","1","1999","23"
"1738","2","0","100","1","1999","23"
"1739","2","0","100","1","1999","23"
"1740","2","0","100","1","1999","24"
"1741","2","0","100","1","1999","22"
"1742","2","0","100","1","1999","24"
"1743","2","0","100","1","1999","23"
"1744","2","0","100","1","1999","21"
"1745","2","0","100","1","1999","19"
"1746","2","0","100","1","1999","22"
"1747","2","0","100","1","1999","21"
"1748","2","0","100","1","1999","24"
"1749","2","0","100","1","1999","22"
"1750","2","0","100","1","1999","24"
"1751","2","0","100","1","1999","23"
"1752","2","0","100","1","1999","21"
"1753","2","0","100","1","1999","25"
"1754","2","0","100","1","1999","22"
"1755","2","0","100","1","1999","21"
"1756","2","0","100","1","1999","24"
"1757","2","0","100","1","1999","22"
"1758","2","0","100","1","1999","23"
"1759","2","0","100","1","1999","22"
"1760","2","0","100","1","1999","24"
"1761","2","0","100","1","1999","22"
"1762","2","0","100","1","1999","22"
"1763","2","0","100","1","1999","24"
"1764","2","0","100","1","1999","23"
"1765","2","0","100","1","1999","21"
"1766","2","0","100","1","1999","20"
"1767","2","0","100","1","1999","23"
"1768","2","0","100","1","1999","23"
"1769","2","0","100","1","1999","23"
"1770","2","0","100","1","1999","22"
"1771","2","0","100","1","1999","23"
"1772","2","0","100","1","1999","21"
"1773","2","0","100","1","1999","21"
"1774","2","0","100","1","1999","22"
"1775","2","0","100","1","1999","23"
"1776","2","0","100","1","1999","22"
"1777","2","0","100","1","1999","21"
"1778","2","0","100","1","1999","21"
"1779","2","0","100","1","1999","23"
"1780","2","0","100","1","1999","19"
"1781","2","0","100","1","1999","21"
"1782","2","0","100","1","1999","20"
"1783","2","0","100","1","1999","23"
"1784","2","0","100","1","1999","23"
"1785","2","0","100","1","1999","23"
"1786","2","0","100","1","1999","21"
"1787","2","0","100","1","1999","25"
"1788","2","0","100","1","1999","20"
"1789","2","0","100","1","1999","23"
"1790","2","0","100","1","1999","24"
"1791","2","0","100","1","1999","22"
"1792","2","0","100","1","1999","23"
"1793","2","0","100","1","1999","22"
"1794","2","0","100","1","1999","20"
"1795","2","0","100","1","1999","23"
"1796","2","0","100","1","1999","23"
"1797","2","0","100","1","1999","21"
"1798","2","0","100","1","1999","24"
"1799","2","0","100","1","1999","22"
"1800","2","0","100","1","1999","21"
"1801","2","0","100","1","1999","25"
"1802","2","0","100","1","1999","23"
"1803","2","0","100","1","1999","23"
"1804","2","0","100","1","1999","22"
"1805","2","0","100","1","1999","21"
"1806","2","0","100","1","1999","23"
"1807","2","0","100","1","1999","24"
"1808","2","0","100","1","1999","22"
"1809","2","0","100","1","1999","21"
"1810","2","0","100","1","1999","23"
"1811","2","0","100","1","1999","23"
"1812","2","0","100","1","1999","22"
"1814","2","0","100","1","1999","22"
"1813","2","0","100","1","1999","25"
"1815","2","0","100","1","1999","20"
"1816","2","0","100","1","1999","23"
"1817","2","0","100","1","1999","24"
"1818","2","0","100","1","1999","21"
"1819","2","0","100","1","1999","21"
"1820","2","0","100","1","1999","20"
"1821","2","0","100","1","1999","23"
"1822","2","0","100","1","1999","23"
"1823","2","0","100","1","1999","23"
"1824","2","0","100","1","1999","22"
"1825","2","0","100","1","1999","22"
"1826","2","0","100","1","1999","23"
"1827","2","0","100","1","1999","22"
"1828","2","0","100","1","1999","22"
"1829","2","0","100","1","1999","23"
"1830","2","0","100","1","1999","23"
"1831","2","0","100","1","1999","21"
"1832","2","0","100","1","1999","23"
"1833","2","0","100","1","1999","23"
"1834","2","0","100","1","1999","24"
"1835","2","0","100","1","1999","23"
"1836","2","0","100","1","1999","25"
"1837","2","0","100","1","1999","24"
"1838","2","0","100","1","1999","22"
"1839","2","0","100","1","1999","22"
"1840","2","0","100","1","1999","23"
"1841","2","0","100","1","1999","22"
"1842","2","0","100","1","1999","24"
"1843","2","0","100","1","1999","23"
"1844","2","0","100","1","1999","23"
"1845","2","0","100","1","1999","22"
"1846","2","0","100","1","1999","23"
"1847","2","0","100","1","1999","22"
"1849","2","0","100","1","1999","21"
"1848","2","0","100","1","1999","22"
"1850","2","0","100","1","1999","21"
"1851","2","0","100","1","1999","22"
"1853","2","0","100","1","1999","21"
"1852","2","0","100","1","1999","23"
"1854","2","0","100","1","1999","22"
"1855","2","0","100","1","1999","24"
"1857","2","0","100","1","1999","22"
"1856","2","0","100","1","1999","22"
"1858","2","0","100","1","1999","24"
"1859","2","0","100","1","1999","23"
"1860","2","0","100","1","1999","22"
"1861","2","0","100","1","1999","23"
"1862","2","0","100","1","1999","22"
"1863","2","0","100","1","1999","20"
"1864","2","0","100","1","1999","23"
"1865","2","0","100","1","1999","24"
"1866","2","0","100","1","1999","23"
"1867","2","0","100","1","1999","24"
"1868","2","0","100","1","1999","21"
"1869","2","0","100","1","1999","23"
"1870","2","0","100","1","1999","20"
"1871","2","0","100","1","1999","21"
"1872","2","0","100","1","1999","22"
"1873","2","0","100","1","1999","25"
"1874","2","0","100","1","1999","21"
"1875","2","0","100","1","1999","23"
"1876","2","0","100","1","1999","21"
"1877","2","0","100","1","1999","23"
"1878","2","0","100","1","1999","23"
"1879","2","0","100","1","1999","24"
"1880","2","0","100","1","1999","23"
"1881","2","0","100","1","1999","20"
"1882","2","0","100","1","1999","22"
"1883","2","0","100","1","1999","22"
"1884","2","0","100","1","1999","23"
"1885","2","0","100","1","1999","21"
"1886","2","0","100","1","1999","24"
"1887","2","0","100","1","1999","22"
"1888","2","0","100","1","1999","24"
"1889","2","0","100","1","1999","25"
"1890","2","0","100","1","1999","23"
"1891","2","0","100","1","1999","23"
"1892","2","0","100","1","1999","23"
"1893","2","0","100","1","1999","24"
"1894","2","0","100","1","1999","22"
"1895","2","0","100","1","1999","24"
"1896","2","0","100","1","1999","25"
"1897","2","0","100","1","1999","20"
"1898","2","0","100","1","1999","22"
"1899","2","0","100","1","1999","22"
"1900","2","0","100","1","1999","20"
"1901","2","0","100","1","1999","22"
"1902","2","0","100","1","1999","21"
"1903","2","0","100","1","1999","25"
"1904","2","0","100","1","1999","20"
"1905","2","0","100","1","1999","22"
"1906","2","0","100","1","1999","22"
"1908","2","0","100","1","1999","24"
"1907","2","0","100","1","1999","23"
"1909","2","0","100","1","1999","25"
"1910","2","0","100","1","1999","22"
"1912","2","0","100","1","1999","22"
"1911","2","0","100","1","1999","25"
"1913","2","0","100","1","1999","23"
"1914","2","0","100","1","1999","22"
"1915","2","0","100","1","1999","21"
"1916","2","0","100","1","1999","25"
"1917","2","0","100","1","1999","24"
"1918","2","0","100","1","1999","23"
"1919","2","0","100","1","1999","23"
"1920","2","0","100","1","1999","23"
"1921","2","0","100","1","1999","20"
"1922","2","0","100","1","1999","23"
"1923","2","0","100","1","1999","22"
"1924","2","0","100","1","1999","23"
"1925","2","0","100","1","1999","23"
"1927","2","0","100","1","1999","22"
"1926","2","0","100","1","1999","22"
"1928","2","0","100","1","1999","21"
"1929","2","0","100","1","1999","22"
"1931","2","0","100","1","1999","22"
"1930","2","0","100","1","1999","25"
"1932","2","0","100","1","1999","22"
"1933","2","0","100","1","1999","23"
"1934","2","0","100","1","1999","20"
"1936","2","0","100","1","1999","20"
"1935","2","0","100","1","1999","24"
"1937","2","0","100","1","1999","23"
"1938","2","0","100","1","1999","20"
"1939","2","0","100","1","1999","22"
"1940","2","0","100","1","1999","22"
"1941","2","0","100","1","1999","23"
"1942","2","0","100","1","1999","21"
"1943","2","0","100","1","1999","24"
"1944","2","0","100","1","1999","21"
"1945","2","0","100","1","1999","24"
"1946","2","0","100","1","1999","20"
"1948","2","0","100","1","1999","23"
"1947","2","0","100","1","1999","23"
"1950","2","0","100","1","1999","22"
"1949","2","0","100","1","1999","21"
"1952","2","0","100","1","1999","23"
"1951","2","0","100","1","1999","23"
"1954","2","0","100","1","1999","22"
"1953","2","0","100","1","1999","23"
"1955","2","0","100","1","1999","21"
"1956","2","0","100","1","1999","22"
"1957","2","0","100","1","1999","24"
"1958","2","0","100","1","1999","23"
"1959","2","0","100","1","1999","23"
"1960","2","0","100","1","1999","22"
"1961","2","0","100","1","1999","22"
"1962","2","0","100","1","1999","22"
"1964","2","0","100","1","1999","24"
"1963","2","0","100","1","1999","24"
"1965","2","0","100","1","1999","24"
"1966","2","0","100","1","1999","24"
"1967","2","0","100","1","1999","24"
"1968","2","0","100","1","1999","23"
"1969","2","0","100","1","1999","21"
"1970","2","0","100","1","1999","20"
"1972","2","0","100","1","1999","21"
"1971","2","0","100","1","1999","22"
"1973","2","0","100","1","1999","21"
"1974","2","0","100","1","1999","21"
"1975","2","0","100","1","1999","21"
"1976","2","0","100","1","1999","22"
"1977","2","0","100","1","1999","22"
"1978","2","0","100","1","1999","21"
"1980","2","0","100","1","1999","22"
"1979","2","0","100","1","1999","23"
"1981","2","0","100","1","1999","23"
"1984","2","0","100","1","1999","20"
"1982","2","0","100","1","1999","21"
"1983","2","0","100","1","1999","22"
"1985","2","0","100","1","1999","24"
"1986","2","0","100","1","1999","22"
"1988","2","0","100","1","1999","24"
"1987","2","0","100","1","1999","25"
"1990","2","0","100","1","1999","21"
"1989","2","0","100","1","1999","23"
"1991","2","0","100","1","1999","25"
"1992","2","0","100","1","1999","24"
"1993","2","0","100","1","1999","20"
"1994","2","0","100","1","1999","21"
"1995","2","0","100","1","1999","23"
"1996","2","0","100","1","1999","21"
"1997","2","0","100","1","1999","21"
"1998","2","0","100","1","1999","24"
"1999","2","0","100","1","1999","23"
"2000","2","0","100","1","1999","25"
"2001","3","100","100","1","1999","100"
"2002","3","100","100","1","1999","100"
"2003","3","100","100","1","1999","100"
"2004","3","100","100","1","1999","100"
"2005","3","100","100","1","1999","100"
"2007","3","100","100","1","1999","100"
"2006","3","100","100","1","1999","100"
"2008","3","100","100","1","1999","100"
"2009","3","100","100","1","1999","99"
"2010","3","100","100","1","1999","100"
"2011","3","100","100","1","1999","100"
"2012","3","100","100","1","1999","100"
"2013","3","100","100","1","1999","100"
"2014","3","100","100","1","1999","100"
"2015","3","100","100","1","1999","100"
"2016","3","100","100","1","1999","100"
"2017","3","100","100","1","1999","100"
"2018","3","100","100","1","1999","100"
"2019","3","100","100","1","1999","100"
"2020","3","100","100","1","1999","100"
"2021","3","100","100","1","1999","100"
"2022","3","100","100","1","1999","100"
"2023","3","100","100","1","1999","100"
"2024","3","100","100","1","1999","100"
"2025","3","100","100","1","1999","100"
"2026","3","100","100","1","1999","100"
"2027","3","100","100","1","1999","100"
"2028","3","100","100","1","1999","100"
"2029","3","100","100","1","1999","100"
"2030","3","100","100","1","1999","100"
"2031","3","100","100","1","1999","100"
"2032","3","100","100","1","1999","100"
"2033","3","100","100","1","1999","100"
"2034","3","100","100","1","1999","99"
"2035","3","100","100","1","1999","100"
"2036","3","100","100","1","1999","100"
"2037","3","100","100","1","1999","100"
"2038","3","100","100","1","1999","100"
"2039","3","100","100","1","1999","100"
"2040","3","100","100","1","1999","100"
"2041","3","100","100","1","1999","98"
"2042","3","100","100","1","1999","100"
"2043","3","100","100","1","1999","100"
"2044","3","100","100","1","1999","99"
"2045","3","100","100","1","1999","100"
"2046","3","100","100","1","1999","100"
"2047","3","100","100","1","1999","100"
"2048","3","100","100","1","1999","100"
"2049","3","100","100","1","1999","100"
"2050","3","100","100","1","1999","99"
"2051","3","100","100","1","1999","99"
"2052","3","100","100","1","1999","100"
"2053","3","100","100","1","1999","99"
"2054","3","100","100","1","1999","100"
"2055","3","100","100","1","1999","100"
"2056","3","100","100","1","1999","100"
"2057","3","100","100","1","1999","100"
"2058","3","100","100","1","1999","100"
"2059","3","100","100","1","1999","100"
"2060","3","100","100","1","1999","100"
"2061","3","100","100","1","1999","100"
"2062","3","100","100","1","1999","100"
"2063","3","100","100","1","1999","99"
"2064","3","100","100","1","1999","100"
"2065","3","100","100","1","1999","100"
"2066","3","100","100","1","1999","99"
"2067","3","100","100","1","1999","100"
"2068","3","100","100","1","1999","99"
"2069","3","100","100","1","1999","99"
"2070","3","100","100","1","1999","100"
"2071","3","100","100","1","1999","100"
"2072","3","100","100","1","1999","100"
"2073","3","100","100","1","1999","100"
"2074","3","100","100","1","1999","100"
"2075","3","100","100","1","1999","100"
"2076","3","100","100","1","1999","100"
"2077","3","100","100","1","1999","100"
"2078","3","100","100","1","1999","100"
"2079","3","100","100","1","1999","100"
"2080","3","100","100","1","1999","100"
"2081","3","100","100","1","1999","100"
"2082","3","100","100","1","1999","100"
"2083","3","100","100","1","1999","99"
"2084","3","100","100","1","1999","100"
"2085","3","100","100","1","1999","100"
"2086","3","100","100","1","1999","99"
"2087","3","100","100","1","1999","100"
"2088","3","100","100","1","1999","100"
"2089","3","100","100","1","1999","100"
"2090","3","100","100","1","1999","99"
"2091","3","100","100","1","1999","99"
"2092","3","100","100","1","1999","99"
"2093","3","100","100","1","1999","100"
"2094","3","100","100","1","1999","100"
"2095","3","100","100","1","1999","100"
"2096","3","100","100","1","1999","100"
"2097","3","100","100","1","1999","98"
"2098","3","100","100","1","1999","100"
"2099","3","100","100","1","1999","100"
"2100","3","100","100","1","1999","100"
"2101","3","100","100","1","1999","100"
"2102","3","100","100","1","1999","100"
"2103","3","100","100","1","1999","100"
"2104","3","100","100","1","1999","100"
"2105","3","100","100","1","1999","100"
"2106","3","100","100","1","1999","100"
"2107","3","100","100","1","1999","100"
"2108","3","100","100","1","1999","100"
"2109","3","100","100","1","1999","100"
"2110","3","100","100","1","1999","100"
"2111","3","100","100","1","1999","100"
"2112","3","100","100","1","1999","99"
"2113","3","100","100","1","1999","100"
"2114","3","100","100","1","1999","99"
"2115","3","100","100","1","1999","100"
"2116","3","100","100","1","1999","100"
"2117","3","100","100","1","1999","100"
"2118","3","100","100","1","1999","99"
"2119","3","100","100","1","1999","100"
"2120","3","100","100","1","1999","100"
"2121","3","100","100","1","1999","99"
"2122","3","100","100","1","1999","100"
"2123","3","100","100","1","1999","100"
"2124","3","100","100","1","1999","100"
"2125","3","100","100","1","1999","100"
"2126","3","100","100","1","1999","100"
"2127","3","100","100","1","1999","100"
"2128","3","100","100","1","1999","100"
"2129","3","100","100","1","1999","100"
"2130","3","100","100","1","1999","99"
"2131","3","100","100","1","1999","100"
"2132","3","100","100","1","1999","100"
"2133","3","100","100","1","1999","100"
"2134","3","100","100","1","1999","99"
"2135","3","100","100","1","1999","100"
"2136","3","100","100","1","1999","100"
"2137","3","100","100","1","1999","100"
"2138","3","100","100","1","1999","100"
"2139","3","100","100","1","1999","100"
"2140","3","100","100","1","1999","100"
"2141","3","100","100","1","1999","100"
"2142","3","100","100","1","1999","100"
"2143","3","100","100","1","1999","100"
"2144","3","100","100","1","1999","100"
"2145","3","100","100","1","1999","100"
"2146","3","100","100","1","1999","100"
"2147","3","100","100","1","1999","99"
"2149","3","100","100","1","1999","100"
"2148","3","100","100","1","1999","100"
"2150","3","100","100","1","1999","100"
"2151","3","100","100","1","1999","98"
"2152","3","100","100","1","1999","100"
"2153","3","100","100","1","1999","100"
"2154","3","100","100","1","1999","99"
"2155","3","100","100","1","1999","100"
"2156","3","100","100","1","1999","99"
"2157","3","100","100","1","1999","100"
"2158","3","100","100","1","1999","100"
"2159","3","100","100","1","1999","100"
"2160","3","100","100","1","1999","100"
"2161","3","100","100","1","1999","100"
"2162","3","100","100","1","1999","100"
"2163","3","100","100","1","1999","99"
"2164","3","100","100","1","1999","100"
"2165","3","100","100","1","1999","100"
"2166","3","100","100","1","1999","100"
"2167","3","100","100","1","1999","100"
"2168","3","100","100","1","1999","100"
"2169","3","100","100","1","1999","100"
"2170","3","100","100","1","1999","100"
"2171","3","100","100","1","1999","100"
"2172","3","100","100","1","1999","100"
"2173","3","100","100","1","1999","100"
"2174","3","100","100","1","1999","100"
"2175","3","100","100","1","1999","99"
"2176","3","100","100","1","1999","100"
"2177","3","100","100","1","1999","100"
"2178","3","100","100","1","1999","100"
"2179","3","100","100","1","1999","99"
"2180","3","100","100","1","1999","100"
"2181","3","100","100","1","1999","100"
"2182","3","100","100","1","1999","100"
"2183","3","100","100","1","1999","100"
"2184","3","100","100","1","1999","100"
"2185","3","100","100","1","1999","100"
"2186","3","100","100","1","1999","100"
"2187","3","100","100","1","1999","100"
"2188","3","100","100","1","1999","99"
"2189","3","100","100","1","1999","100"
"2190","3","100","100","1","1999","100"
"2192","3","100","100","1","1999","100"
"2191","3","100","100","1","1999","100"
"2193","3","100","100","1","1999","99"
"2194","3","100","100","1","1999","100"
"2195","3","100","100","1","1999","100"
"2196","3","100","100","1","1999","100"
"2197","3","100","100","1","1999","100"
"2198","3","100","100","1","1999","100"
"2199","3","100","100","1","1999","100"
"2200","3","100","100","1","1999","100"
"2201","3","100","100","1","1999","100"
"2202","3","100","100","1","1999","100"
"2203","3","100","100","1","1999","100"
"2204","3","100","100","1","1999","100"
"2205","3","100","100","1","1999","100"
"2206","3","100","100","1","1999","100"
"2207","3","100","100","1","1999","100"
"2208","3","100","100","1","1999","99"
"2209","3","100","100","1","1999","100"
"2210","3","100","100","1","1999","100"
"2211","3","100","100","1","1999","100"
"2212","3","100","100","1","1999","100"
"2213","3","100","100","1","1999","100"
"2214","3","100","100","1","1999","100"
"2215","3","100","100","1","1999","100"
"2216","3","100","100","1","1999","100"
"2217","3","100","100","1","1999","100"
"2218","3","100","100","1","1999","100"
"2219","3","100","100","1","1999","99"
"2220","3","100","100","1","1999","100"
"2221","3","100","100","1","1999","100"
"2222","3","100","100","1","1999","99"
"2223","3","100","100","1","1999","99"
"2224","3","100","100","1","1999","100"
"2226","3","100","100","1","1999","99"
"2225","3","100","100","1","1999","100"
"2227","3","100","100","1","1999","100"
"2228","3","100","100","1","1999","100"
"2229","3","100","100","1","1999","100"
"2230","3","100","100","1","1999","100"
"2231","3","100","100","1","1999","100"
"2232","3","100","100","1","1999","100"
"2233","3","100","100","1","1999","100"
"2234","3","100","100","1","1999","100"
"2235","3","100","100","1","1999","100"
"2236","3","100","100","1","1999","99"
"2237","3","100","100","1","1999","100"
"2238","3","100","100","1","1999","99"
"2239","3","100","100","1","1999","100"
"2240","3","100","100","1","1999","100"
"2241","3","100","100","1","1999","100"
"2242","3","100","100","1","1999","100"
"2243","3","100","100","1","1999","100"
"2244","3","100","100","1","1999","100"
"2245","3","100","100","1","1999","100"
"2246","3","100","100","1","1999","100"
"2247","3","100","100","1","1999","100"
"2248","3","100","100","1","1999","100"
"2249","3","100","100","1","1999","100"
"2250","3","100","100","1","1999","100"
"2251","3","100","100","1","1999","100"
"2252","3","100","100","1","1999","100"
"2253","3","100","100","1","1999","100"
"2254","3","100","100","1","1999","100"
"2255","3","100","100","1","1999","100"
"2256","3","100","100","1","1999","100"
"2257","3","100","100","1","1999","100"
"2258","3","100","100","1","1999","100"
"2259","3","100","100","1","1999","100"
"2260","3","100","100","1","1999","100"
"2261","3","100","100","1","1999","100"
"2262","3","100","100","1","1999","100"
"2263","3","100","100","1","1999","100"
"2264","3","100","100","1","1999","99"
"2265","3","100","100","1","1999","98"
"2266","3","100","100","1","1999","100"
"2267","3","100","100","1","1999","100"
"2268","3","100","100","1","1999","100"
"2269","3","100","100","1","1999","100"
"2270","3","100","100","1","1999","100"
"2271","3","100","100","1","1999","100"
"2272","3","100","100","1","1999","100"
"2273","3","100","100","1","1999","100"
"2274","3","100","100","1","1999","100"
"2275","3","100","100","1","1999","100"
"2276","3","100","100","1","1999","100"
"2277","3","100","100","1","1999","100"
"2278","3","100","100","1","1999","100"
"2279","3","100","100","1","1999","100"
"2280","3","100","100","1","1999","100"
"2281","3","100","100","1","1999","100"
"2282","3","100","100","1","1999","98"
"2283","3","100","100","1","1999","100"
"2284","3","100","100","1","1999","100"
"2285","3","100","100","1","1999","100"
"2286","3","100","100","1","1999","100"
"2287","3","100","100","1","1999","99"
"2288","3","100","100","1","1999","100"
"2289","3","100","100","1","1999","100"
"2290","3","100","100","1","1999","100"
"2291","3","100","100","1","1999","99"
"2293","3","100","100","1","1999","100"
"2292","3","100","100","1","1999","100"
"2294","3","100","100","1","1999","100"
"2295","3","100","100","1","1999","100"
"2297","3","100","100","1","1999","99"
"2296","3","100","100","1","1999","100"
"2298","3","100","100","1","1999","100"
"2299","3","100","100","1","1999","99"
"2300","3","100","100","1","1999","99"
"2301","3","100","100","1","1999","100"
"2302","3","100","100","1","1999","100"
"2303","3","100","100","1","1999","100"
"2304","3","100","100","1","1999","100"
"2305","3","100","100","1","1999","100"
"2306","3","100","100","1","1999","100"
"2307","3","100","100","1","1999","98"
"2308","3","100","100","1","1999","100"
"2309","3","100","100","1","1999","100"
"2310","3","100","100","1","1999","100"
"2311","3","100","100","1","1999","100"
"2313","3","100","100","1","1999","99"
"2312","3","100","100","1","1999","100"
"2315","3","100","100","1","1999","99"
"2314","3","100","100","1","1999","100"
"2316","3","100","100","1","1999","100"
"2317","3","100","100","1","1999","100"
"2318","3","100","100","1","1999","100"
"2319","3","100","100","1","1999","100"
"2320","3","100","100","1","1999","100"
"2321","3","100","100","1","1999","100"
"2322","3","100","100","1","1999","100"
"2323","3","100","100","1","1999","99"
"2324","3","100","100","1","1999","100"
"2325","3","100","100","1","1999","100"
"2326","3","100","100","1","1999","100"
"2327","3","100","100","1","1999","99"
"2328","3","100","100","1","1999","100"
"2329","3","100","100","1","1999","99"
"2330","3","100","100","1","1999","100"
"2331","3","100","100","1","1999","100"
"2332","3","100","100","1","1999","100"
"2333","3","100","100","1","1999","99"
"2334","3","100","100","1","1999","100"
"2335","3","100","100","1","1999","100"
